Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%)
2006,Sikkim,Industry,215.33,29.21,14.14,50.41,366.07,98.06,20.39,38787.73,44.09,5.6,17.72,13.44
2007,Maharashtra,Industry,75.04,26.82,5.41,333.02,374.56,161.78,16.95,1223.95,5.86,53.65,16.43,3.73
2006,Assam,Transport,66.1,42.38,6.34,406.94,343.08,190.32,1.1,2356.1,23.02,156.01,44.27,16.14
2006,West Bengal,Waste,21.3,2.07,13.39,181.3,227.91,189.11,3.14,63489.43,31.84,138.27,6.73,56.2
2013,Uttar Pradesh,Transport,148.6,16.98,11.91,380.81,92.93,87.39,37.76,45213.79,31.99,181.42,87.22,26.0
2020,Puducherry,Transport,172.13,37.62,12.98,295.0,174.29,143.13,4.57,1096.15,22.96,118.42,19.41,77.69
2017,Uttar Pradesh,Transport,352.73,32.76,17.59,140.13,195.61,153.87,41.44,26033.4,17.19,191.12,63.15,5.62
2005,Gujarat,Agriculture,273.62,45.95,3.29,175.27,390.33,59.48,39.08,63840.68,15.76,183.03,78.87,67.14
2003,Gujarat,Transport,430.64,29.61,2.42,473.33,104.78,3.04,40.99,20696.54,48.7,185.27,49.95,75.08
2009,Chhattisgarh,Industry,96.47,32.09,11.34,111.82,176.72,25.72,34.33,78793.1,17.66,122.94,3.71,23.08
2017,Assam,Transport,140.32,35.39,10.05,80.2,227.13,9.61,1.15,28706.25,29.48,178.03,31.74,35.88
2011,Nagaland,Industry,471.13,9.72,8.12,42.46,159.5,75.36,22.23,94244.81,29.36,85.96,60.91,44.99
2015,Manipur,Waste,227.58,37.79,18.1,438.41,52.65,82.16,7.94,52460.81,28.97,194.96,37.1,32.68
2024,Punjab,Agriculture,396.63,15.34,11.21,337.7,356.72,216.63,16.97,18394.07,31.44,33.25,64.79,18.97
2006,Maharashtra,Waste,251.16,21.51,11.39,62.75,321.48,32.11,27.91,12306.85,13.86,59.79,51.29,29.49
2005,Delhi,Waste,240.83,1.19,7.39,384.0,106.32,47.09,36.62,15309.22,17.59,102.39,47.91,55.02
2004,Bihar,Agriculture,82.58,42.26,6.95,316.56,181.75,155.39,11.69,70609.36,4.45,192.24,24.47,31.13
2002,Uttarakhand,Industry,427.09,47.7,19.75,493.18,295.43,117.82,16.81,16474.84,28.98,115.58,95.06,28.66
2011,Telangana,Industry,48.39,3.48,12.5,258.15,389.56,248.32,10.58,93979.65,12.71,12.52,56.34,21.69
2014,Haryana,Industry,162.03,31.94,16.52,260.63,71.17,190.73,49.21,32065.05,9.4,123.56,22.09,78.21
2009,Delhi,Agriculture,340.0,48.06,9.0,128.39,257.0,68.31,46.47,7349.22,41.84,190.67,36.74,74.15
2019,Rajasthan,Transport,258.56,30.54,3.92,99.51,327.93,180.66,32.72,16990.7,29.51,86.56,11.67,62.53
2018,Madhya Pradesh,Energy,441.88,40.0,6.56,368.1,15.23,57.86,41.26,34647.67,28.36,60.25,79.36,74.22
2015,Sikkim,Transport,29.26,6.35,6.99,189.47,325.34,170.71,35.97,13156.54,8.64,119.81,59.46,38.17
2010,Haryana,Transport,328.21,12.62,11.34,363.57,317.01,10.09,42.45,84894.68,22.79,136.8,78.03,27.82
2007,Manipur,Waste,243.96,17.61,3.18,388.35,369.78,50.7,46.81,95819.98,28.2,80.64,68.43,60.17
2002,Mizoram,Energy,85.61,49.07,7.8,452.13,38.35,26.56,46.53,75979.84,22.46,15.3,96.25,54.32
2022,Chhattisgarh,Industry,374.19,39.2,2.1,216.58,54.09,107.81,28.77,61968.23,27.16,74.77,74.45,72.94
2006,Punjab,Transport,211.54,44.34,9.98,52.44,209.88,138.79,48.24,80104.14,1.73,97.42,67.47,10.42
2022,Bihar,Agriculture,270.48,24.61,18.95,15.75,349.29,65.6,20.44,16286.42,10.78,103.87,60.67,61.64
2006,Karnataka,Transport,483.96,35.98,6.84,149.48,350.43,244.65,9.75,38347.79,11.63,140.17,7.44,35.21
2013,Nagaland,Industry,248.25,36.71,1.09,466.58,281.53,103.23,11.65,22079.32,19.53,3.29,6.48,62.76
2001,Jharkhand,Transport,413.45,28.66,12.21,375.16,182.25,140.88,22.98,46924.97,47.1,176.7,77.07,38.59
2009,Mizoram,Waste,387.09,43.96,12.73,281.78,96.3,116.42,12.73,18390.42,27.52,121.17,72.12,53.38
2018,Puducherry,Waste,334.75,8.33,9.64,123.61,192.5,215.93,6.44,81811.47,13.56,105.81,23.77,55.08
2008,Manipur,Transport,449.44,3.35,8.0,357.85,90.74,93.31,19.9,80262.87,36.12,32.25,98.69,57.56
2015,Goa,Waste,133.28,15.55,17.86,371.72,310.34,235.83,29.1,37442.01,11.72,24.2,14.65,37.72
2018,Tamil Nadu,Agriculture,412.18,4.87,18.77,119.07,171.5,201.44,48.4,72583.69,8.72,111.82,45.0,49.27
2017,Rajasthan,Energy,195.12,3.49,13.5,355.52,218.05,19.84,31.07,43110.93,15.6,143.45,99.7,63.44
2008,Meghalaya,Transport,408.12,21.24,10.07,64.52,273.97,220.94,38.72,29200.2,15.35,152.46,90.93,37.54
2015,Manipur,Agriculture,251.96,10.43,1.44,55.33,212.94,46.21,34.14,28276.3,21.65,114.19,20.23,8.32
2012,Haryana,Agriculture,430.28,39.61,6.09,32.34,303.35,15.83,19.3,49536.41,36.0,70.97,10.27,30.21
2009,Himachal Pradesh,Agriculture,448.47,29.2,5.77,406.05,315.49,56.19,9.54,2213.33,29.37,28.31,10.36,30.88
2024,Karnataka,Industry,302.85,18.35,1.26,138.95,100.88,22.22,14.18,71368.12,25.13,113.24,26.35,77.8
2019,Uttarakhand,Transport,258.74,14.68,16.88,304.07,122.77,155.93,43.84,39557.31,47.48,66.56,49.78,52.26
2013,Arunachal Pradesh,Transport,393.81,28.38,17.35,76.52,28.43,112.43,7.87,14828.82,2.58,161.77,85.59,48.7
2011,Uttarakhand,Transport,140.82,21.98,18.26,224.0,40.23,119.23,4.97,63844.46,20.8,101.46,3.19,36.52
2024,Madhya Pradesh,Energy,17.52,3.26,14.86,18.71,332.64,154.53,42.68,75642.02,34.56,44.89,49.36,5.41
2018,Bihar,Agriculture,209.48,33.43,14.24,430.68,89.53,125.1,27.46,12616.31,16.7,166.1,14.74,69.04
2006,Uttarakhand,Transport,258.81,25.24,9.61,272.18,334.69,247.91,34.16,11215.07,24.3,182.81,64.52,62.85
2022,Himachal Pradesh,Waste,155.66,14.21,17.16,445.8,394.42,156.31,41.31,39436.53,2.47,36.7,72.7,6.1
2014,Chhattisgarh,Industry,197.85,14.88,10.25,236.55,100.91,146.97,17.07,65265.41,10.96,110.17,24.26,32.57
2015,Odisha,Energy,75.2,22.91,0.69,161.58,186.85,104.19,37.53,58504.45,5.0,169.47,49.74,69.88
2007,Sikkim,Industry,145.87,41.47,11.74,203.4,217.14,112.15,31.59,97523.38,48.56,173.14,49.45,34.41
2009,Assam,Agriculture,127.65,21.44,7.87,125.71,377.41,247.38,1.34,44434.67,37.47,116.55,11.14,24.12
2003,Puducherry,Waste,157.48,42.06,10.47,443.35,75.56,2.37,36.05,35576.72,33.01,106.41,69.66,19.28
2018,Rajasthan,Agriculture,156.54,21.53,8.87,151.33,335.21,39.71,17.28,76213.23,1.1,9.43,63.82,19.83
2018,Assam,Transport,283.89,41.58,9.99,149.64,383.32,86.42,10.48,95681.44,23.86,146.22,35.93,19.05
2020,Goa,Industry,132.79,46.61,2.26,317.65,223.99,226.2,48.06,89360.73,35.7,36.58,7.88,10.29
2014,West Bengal,Waste,471.07,1.52,0.39,65.75,65.2,234.54,38.5,41787.07,30.81,176.82,42.47,25.83
2013,Jharkhand,Industry,260.52,3.58,6.87,113.49,136.85,15.34,1.32,63522.74,26.21,157.72,41.73,64.8
2000,Chhattisgarh,Energy,73.19,7.13,5.17,217.8,383.84,36.26,38.02,15151.6,41.64,198.81,46.44,68.8
2015,Puducherry,Waste,147.01,6.54,5.08,95.39,71.45,220.67,42.53,71723.4,17.43,109.21,27.86,5.29
2009,Tripura,Energy,367.58,23.0,18.75,132.38,197.61,68.8,17.88,35693.6,42.11,92.68,95.4,44.41
2018,Assam,Waste,16.69,38.32,16.4,351.46,79.99,100.87,16.39,23030.51,20.03,60.91,1.03,66.57
2021,Sikkim,Transport,469.53,48.09,0.37,143.52,362.13,2.14,21.24,14396.28,29.45,7.88,85.02,22.87
2002,Telangana,Industry,228.14,21.18,0.27,320.41,238.22,123.37,23.36,26540.28,26.47,127.06,56.69,23.93
2004,Gujarat,Industry,265.33,34.58,15.56,249.73,369.72,216.46,19.09,51538.41,21.12,189.43,52.14,49.77
2008,Sikkim,Agriculture,494.32,31.96,19.7,384.97,378.74,91.78,25.36,89655.49,14.06,94.61,88.21,43.54
2017,Puducherry,Waste,256.67,19.96,9.36,376.61,198.14,220.35,48.63,26832.05,22.97,58.84,22.94,51.67
2010,Nagaland,Waste,474.39,36.2,8.72,102.79,375.16,87.38,1.7,6551.43,6.94,135.76,16.47,20.03
2015,Tamil Nadu,Energy,458.46,29.8,5.59,471.9,5.28,164.88,49.13,78213.64,17.86,142.89,3.6,6.19
2001,Haryana,Waste,471.24,38.12,13.37,402.09,80.88,74.11,42.49,78305.75,29.41,143.16,99.85,15.09
2011,Andhra Pradesh,Industry,408.06,10.09,9.49,268.64,294.93,129.17,39.89,7636.81,4.02,191.61,24.9,9.77
2021,Tripura,Waste,155.24,18.33,3.43,282.08,212.96,207.25,22.57,19091.53,37.43,24.41,10.21,1.72
2005,Bihar,Agriculture,179.73,33.73,9.68,415.27,396.43,212.25,3.85,16842.3,28.8,162.31,81.67,31.88
2010,Telangana,Agriculture,188.84,6.68,7.59,244.66,314.79,20.06,30.98,46688.58,48.29,16.47,98.06,27.79
2007,Uttar Pradesh,Industry,489.8,38.63,17.81,241.85,267.33,232.4,44.72,25689.14,5.45,140.44,96.23,75.77
2011,Gujarat,Industry,186.77,7.11,15.45,316.94,365.31,130.93,21.31,74997.65,12.11,150.93,64.21,33.98
2001,Maharashtra,Industry,63.26,16.56,14.05,48.71,138.19,55.58,3.56,62151.66,27.37,80.88,7.55,72.69
2008,Madhya Pradesh,Waste,391.38,12.26,6.61,293.16,71.19,208.0,0.37,68107.27,24.77,143.74,65.58,56.99
2014,Jharkhand,Waste,189.37,3.52,2.88,115.83,221.1,159.17,6.06,38433.77,25.42,40.74,39.76,74.88
2001,Tamil Nadu,Transport,314.26,13.9,17.31,62.77,99.2,127.49,30.34,50403.42,17.75,6.51,66.05,24.31
2000,Nagaland,Energy,462.94,45.62,6.92,408.63,96.79,203.11,49.55,68215.39,43.44,35.58,98.5,66.23
2009,Andhra Pradesh,Waste,292.0,1.83,11.9,194.0,125.99,51.76,35.63,53211.5,3.51,27.56,27.07,24.81
2001,Bihar,Transport,322.47,1.33,11.86,253.89,271.68,145.71,7.94,8472.76,43.74,167.97,53.23,16.16
2011,West Bengal,Transport,325.0,35.36,18.57,150.26,14.32,240.49,43.15,36866.76,39.04,54.29,46.49,34.2
2022,Meghalaya,Agriculture,310.08,18.66,3.52,20.3,340.75,159.64,33.05,97147.1,39.64,144.75,55.57,9.99
2007,Meghalaya,Waste,88.29,11.87,15.46,223.98,246.76,150.1,15.15,50637.17,45.6,166.28,52.6,77.34
2004,Nagaland,Transport,233.64,25.69,9.31,376.38,125.26,8.33,25.13,41639.77,28.77,190.99,57.27,38.86
2021,Haryana,Agriculture,13.76,13.7,3.58,380.37,49.68,46.48,20.21,89049.76,43.43,165.04,54.7,11.62
2000,Jharkhand,Energy,316.87,19.9,16.73,461.41,317.06,153.42,43.57,66709.29,20.85,168.75,14.01,6.46
2014,Meghalaya,Agriculture,291.93,35.91,16.42,421.0,177.39,175.96,47.67,43216.91,34.53,68.77,26.38,79.9
2005,Tamil Nadu,Energy,165.89,6.29,0.9,491.26,176.95,225.06,6.27,59886.71,15.94,57.98,16.1,50.78
2011,Telangana,Industry,266.71,48.0,14.22,287.96,190.74,217.96,7.46,34340.0,40.51,84.03,28.6,33.57
2007,Karnataka,Industry,251.6,2.61,3.16,30.21,168.51,90.6,4.21,80537.67,2.7,135.46,71.98,16.15
2012,Goa,Agriculture,132.95,40.42,12.25,432.38,207.75,172.78,19.06,71956.13,42.42,61.89,95.61,27.41
2018,Andhra Pradesh,Industry,153.71,36.37,12.91,476.26,254.11,116.52,48.56,22521.57,6.76,5.9,22.08,72.16
2000,Puducherry,Waste,383.65,14.46,13.34,234.77,175.25,119.78,49.37,31449.97,8.64,109.03,34.13,42.22
2010,Delhi,Agriculture,380.31,6.36,2.49,61.4,389.26,236.39,29.84,1278.19,38.07,6.68,58.1,23.39
2019,Delhi,Transport,240.19,42.69,12.01,17.19,162.05,183.46,23.23,79310.44,12.6,156.3,49.09,73.21
2000,Kerala,Waste,361.58,34.14,2.09,308.69,89.7,242.07,15.19,9935.73,25.07,24.29,63.82,68.02
2007,Tripura,Agriculture,230.89,14.9,14.94,335.47,392.14,193.94,0.12,57654.0,25.43,182.87,34.95,17.76
2004,Goa,Energy,427.17,1.34,1.37,13.03,121.96,181.68,13.22,84789.67,19.39,108.92,5.43,37.84
2016,West Bengal,Industry,173.08,46.96,15.18,474.88,250.22,107.47,7.4,96645.81,46.69,127.96,40.28,60.51
2007,Madhya Pradesh,Industry,464.37,20.51,17.68,273.41,332.3,27.51,0.2,32586.13,28.63,74.15,31.87,10.54
2024,Uttar Pradesh,Industry,275.72,9.23,6.04,308.08,6.56,157.96,44.81,19178.86,36.13,130.11,46.55,41.06
2009,Mizoram,Agriculture,272.49,45.64,15.59,284.25,116.72,117.62,4.31,98726.25,44.62,50.75,42.85,29.57
2001,Andhra Pradesh,Waste,338.7,18.27,8.41,161.88,215.07,148.05,35.46,19439.82,31.12,162.55,76.47,44.05
2008,Haryana,Energy,177.02,23.43,15.97,450.79,185.07,71.3,46.23,15879.72,35.05,64.22,56.97,40.66
2023,Sikkim,Industry,364.92,35.08,13.76,6.89,33.75,49.81,6.44,92557.11,22.68,127.37,16.09,17.89
2022,Haryana,Waste,167.01,41.06,5.85,374.86,181.59,67.02,12.1,93679.17,49.78,144.29,51.12,53.37
2002,Telangana,Transport,204.79,5.46,3.96,183.61,46.85,164.73,11.83,48440.31,39.02,63.33,92.21,7.6
2017,Karnataka,Transport,340.6,44.98,18.3,99.16,103.7,238.29,4.4,64389.57,48.29,127.84,22.43,23.91
2006,Maharashtra,Energy,195.44,46.66,16.8,220.87,300.77,247.99,45.5,42366.97,7.24,74.93,60.69,22.93
2014,Telangana,Industry,107.99,13.33,13.23,103.03,75.54,202.36,42.47,92792.87,2.12,108.53,19.2,70.03
2020,Jharkhand,Transport,437.23,25.12,7.05,435.07,267.79,239.43,19.1,83695.98,26.65,157.12,43.66,79.43
2021,Manipur,Waste,461.86,42.96,10.26,398.82,389.31,71.67,38.5,51890.85,36.84,145.92,99.62,16.99
2019,Gujarat,Waste,317.1,24.62,11.2,429.21,102.56,1.88,25.52,45167.82,41.82,47.26,54.98,47.19
2017,Gujarat,Transport,407.46,24.36,1.81,418.76,107.52,49.32,33.99,69011.44,42.59,140.88,69.81,67.4
2024,Jharkhand,Industry,493.46,31.12,19.45,413.28,381.47,158.98,34.49,66796.58,15.06,162.16,43.54,18.22
2002,Bihar,Energy,311.24,38.49,1.93,292.8,267.73,224.93,38.79,9053.37,38.2,28.68,88.52,74.84
2022,Tripura,Industry,455.31,33.45,14.46,451.47,309.19,228.82,44.97,28614.8,8.71,8.42,24.68,41.94
2013,West Bengal,Agriculture,186.03,31.52,9.91,34.28,317.65,207.83,39.48,44417.48,26.45,89.28,34.76,79.02
2023,Nagaland,Transport,353.23,18.9,15.22,146.51,293.29,190.83,35.36,56520.4,12.53,49.41,72.37,63.68
2001,Uttarakhand,Agriculture,37.34,31.69,5.29,110.22,390.84,76.74,31.14,19956.75,12.35,19.76,73.84,43.29
2013,Tripura,Transport,396.6,5.61,7.96,64.93,113.52,22.85,10.53,32672.52,15.69,176.59,78.67,30.93
2021,Jharkhand,Energy,416.6,20.77,10.56,8.14,209.76,131.77,14.23,50923.14,16.06,6.78,89.29,63.94
2010,Odisha,Industry,206.58,9.82,2.5,204.31,267.31,84.48,3.86,90187.37,17.41,66.7,61.34,49.04
2015,Maharashtra,Industry,323.09,27.11,17.05,363.38,284.37,32.91,12.96,39421.52,45.76,154.52,75.17,41.06
2007,Madhya Pradesh,Transport,430.6,13.47,19.83,324.22,80.9,115.11,27.24,30160.33,34.66,8.05,27.57,11.94
2006,Manipur,Waste,442.97,25.54,8.41,327.27,350.83,131.87,47.69,85437.29,1.22,44.22,8.73,50.04
2010,Meghalaya,Agriculture,62.2,38.98,7.6,444.62,326.82,193.79,6.43,23938.24,20.67,124.85,98.56,48.81
2002,Arunachal Pradesh,Industry,415.47,21.98,11.92,478.89,109.35,202.22,22.2,60823.94,9.09,93.41,85.93,38.58
2016,Delhi,Industry,144.38,11.33,13.8,341.89,219.87,117.66,37.57,41952.4,36.34,17.54,71.87,18.36
2013,Bihar,Transport,366.38,11.54,17.38,47.04,121.41,230.26,39.7,90789.22,49.14,80.32,9.18,24.02
2005,Rajasthan,Waste,169.33,45.36,7.52,339.97,149.53,197.38,9.63,68985.34,25.44,61.24,31.3,21.52
2007,Nagaland,Agriculture,37.6,39.15,15.32,279.61,215.76,108.69,9.0,88874.15,49.07,139.82,44.13,30.39
2021,Delhi,Waste,112.84,2.31,4.88,36.88,218.1,88.21,30.57,66377.5,14.52,111.76,14.56,33.55
2004,Mizoram,Waste,210.25,47.16,13.64,132.27,215.16,80.15,45.71,56642.35,29.47,105.65,36.5,15.36
2007,Jharkhand,Transport,373.2,6.07,9.39,122.66,219.98,116.47,40.24,42264.35,27.71,152.02,0.89,43.48
2001,Uttarakhand,Waste,59.34,32.82,13.27,387.54,256.27,83.25,19.28,61623.44,40.0,42.29,13.99,60.1
2014,Rajasthan,Agriculture,408.34,27.8,7.66,175.88,11.2,117.74,32.95,78921.53,13.81,124.08,30.75,17.31
2011,Himachal Pradesh,Energy,498.51,2.81,5.96,252.83,60.23,144.74,12.82,43697.22,13.7,37.91,63.41,77.94
2016,Manipur,Energy,396.25,15.11,9.77,393.93,190.76,42.34,23.64,64213.08,18.39,99.61,73.12,15.4
2000,West Bengal,Agriculture,242.13,38.9,17.91,468.57,284.81,199.68,26.82,44899.48,29.62,143.27,33.12,58.98
2014,Kerala,Transport,288.4,15.69,13.53,271.42,206.16,29.04,31.92,10527.94,7.63,140.24,74.87,54.57
2013,Rajasthan,Industry,13.02,24.28,12.27,279.87,253.43,101.68,20.08,56597.77,47.79,90.89,24.73,10.0
2019,West Bengal,Transport,112.54,35.05,14.43,52.45,388.42,42.14,1.7,7435.51,23.57,52.18,79.67,71.48
2021,Uttarakhand,Agriculture,450.5,4.04,14.61,249.69,293.38,76.68,46.41,60117.27,25.66,4.27,93.34,40.84
2015,Uttar Pradesh,Waste,20.65,41.71,5.97,344.8,376.25,115.11,47.82,84087.03,21.13,77.67,5.92,10.62
2008,Himachal Pradesh,Energy,453.35,2.56,4.73,98.58,12.51,187.44,34.38,16409.69,19.98,119.16,70.79,22.6
2000,Maharashtra,Waste,65.49,13.49,10.23,60.07,181.63,157.14,13.39,60029.52,23.36,58.42,9.78,25.31
2016,Madhya Pradesh,Transport,75.21,38.27,3.04,432.35,145.03,90.82,29.78,6831.91,12.88,161.94,16.81,18.7
2012,West Bengal,Agriculture,95.92,45.64,9.55,61.86,283.68,148.15,13.88,27844.93,8.25,168.72,74.23,46.14
2020,Uttar Pradesh,Energy,401.7,38.14,13.89,456.97,372.13,74.78,34.97,13459.73,22.38,84.02,13.4,37.11
2020,Goa,Agriculture,244.31,11.74,0.25,140.46,20.91,209.78,18.08,3460.41,34.15,90.94,44.52,18.72
2004,Odisha,Energy,81.15,49.29,2.31,168.33,27.64,121.31,27.92,84700.94,18.47,35.78,24.1,48.37
2009,Bihar,Energy,346.53,20.96,19.25,265.16,270.77,179.47,3.04,41584.64,6.29,31.41,54.69,65.33
2005,Punjab,Energy,470.94,19.13,18.57,98.11,141.69,78.68,49.81,15983.68,26.67,46.21,86.76,69.2
2023,Mizoram,Transport,290.5,43.33,8.42,345.83,85.19,169.66,33.14,63889.79,26.68,82.18,70.45,36.7
2018,Odisha,Agriculture,58.36,3.78,11.84,264.33,382.11,231.77,47.01,90230.22,9.28,194.32,34.77,76.09
2024,Assam,Industry,36.83,28.03,3.19,473.33,10.55,27.83,37.25,50652.82,17.81,124.95,10.66,15.54
2012,Delhi,Industry,399.98,48.3,6.69,456.05,113.22,148.06,28.14,83101.93,39.68,84.58,91.44,34.18
2000,Maharashtra,Industry,316.78,5.46,15.88,386.01,136.02,125.73,36.85,84423.34,2.58,43.63,31.96,39.78
2019,Mizoram,Agriculture,462.1,27.27,17.13,96.48,314.2,135.7,23.52,75285.17,5.66,155.79,98.4,34.69
2024,Madhya Pradesh,Waste,278.15,7.06,8.17,110.83,226.89,49.46,47.97,28228.63,35.33,128.15,36.35,20.13
2014,Himachal Pradesh,Agriculture,40.57,44.55,6.29,137.89,134.71,7.75,38.74,47311.13,29.05,81.34,36.92,57.1
2013,Uttarakhand,Energy,207.81,29.59,13.67,417.9,72.05,18.75,6.14,15396.31,29.36,122.0,37.69,7.89
2007,Andhra Pradesh,Waste,332.42,12.11,14.39,325.73,91.06,71.76,47.54,92110.67,23.43,115.54,55.25,47.93
2009,Tripura,Energy,198.59,15.7,19.68,91.91,20.28,213.74,28.83,66179.67,5.21,116.1,49.23,47.93
2008,Mizoram,Energy,499.8,26.07,13.98,231.84,335.56,201.91,22.58,1557.05,3.59,14.22,75.49,17.1
2016,Meghalaya,Agriculture,208.64,36.4,4.88,487.58,51.29,248.86,39.63,80181.36,16.88,180.26,69.96,17.23
2008,Nagaland,Industry,277.66,24.63,1.29,367.46,330.1,185.39,11.51,2440.83,3.78,170.47,54.02,66.06
2002,Arunachal Pradesh,Waste,120.44,9.87,5.23,467.47,59.97,88.45,47.91,61616.48,28.7,16.48,4.09,58.94
2010,Maharashtra,Transport,84.55,35.55,4.61,405.37,362.83,229.65,8.4,44561.09,34.27,127.16,59.03,38.37
2011,Sikkim,Industry,326.2,6.36,1.95,363.9,273.01,197.88,14.85,21638.03,31.3,99.38,50.58,33.02
2009,Tamil Nadu,Transport,298.42,40.57,8.94,415.81,144.05,175.04,44.46,75669.07,36.74,148.51,94.61,63.64
2024,Uttarakhand,Agriculture,12.13,20.08,5.83,347.82,160.11,134.5,30.46,99863.2,47.65,80.2,59.89,68.09
2016,Mizoram,Waste,149.54,32.81,18.51,285.85,117.4,179.54,42.74,70606.64,48.4,195.54,91.38,55.92
2016,Assam,Agriculture,325.35,17.56,8.14,369.26,88.46,239.73,10.05,80952.9,14.99,190.37,5.78,11.81
2024,Arunachal Pradesh,Transport,408.0,33.62,17.54,118.59,364.87,215.71,40.21,91368.18,15.29,19.18,3.24,28.7
2010,Haryana,Energy,163.06,44.51,6.2,247.72,77.85,49.42,9.0,44694.98,37.43,61.15,53.99,8.7
2021,Tripura,Agriculture,327.24,35.22,16.65,475.94,74.5,25.31,37.19,64200.25,49.51,41.44,28.59,60.1
2003,Delhi,Waste,139.98,33.73,9.14,405.26,147.3,5.13,7.81,53653.3,21.23,63.65,76.2,31.85
2006,Arunachal Pradesh,Agriculture,348.29,37.99,0.74,463.52,393.81,178.49,17.21,32314.89,10.08,95.48,94.79,9.57
2020,Arunachal Pradesh,Industry,351.99,25.26,9.79,483.89,188.64,70.45,23.86,7366.03,36.71,23.06,15.72,61.15
2013,Uttar Pradesh,Agriculture,73.81,11.4,4.61,295.65,145.36,179.84,45.95,85916.45,19.88,142.19,92.2,39.55
2006,Himachal Pradesh,Transport,335.89,40.87,6.22,102.11,399.43,46.85,36.61,11112.61,4.92,114.83,63.87,46.43
2023,Puducherry,Agriculture,173.45,32.6,13.72,371.82,297.32,109.75,14.16,56696.99,37.68,29.43,68.97,5.97
2007,Punjab,Waste,94.57,16.03,10.64,8.63,378.13,4.39,22.38,4118.69,21.0,135.5,29.69,35.25
2000,Rajasthan,Agriculture,255.18,14.16,17.78,49.13,103.32,28.05,17.57,54034.33,29.98,128.81,49.43,16.79
2023,Delhi,Agriculture,231.63,25.25,18.73,146.63,302.91,21.28,47.0,6626.55,34.9,176.62,79.37,44.19
2021,Uttarakhand,Waste,389.2,10.76,13.85,12.52,356.81,197.86,8.81,71079.67,41.22,42.33,79.48,48.4
2003,Tripura,Agriculture,51.41,43.97,17.28,343.26,214.1,226.2,45.79,59738.17,31.45,121.82,76.72,39.29
2011,Goa,Waste,396.98,39.53,3.98,409.21,172.43,44.46,41.41,72121.5,46.86,175.2,67.04,14.21
2023,Uttar Pradesh,Transport,61.98,15.76,1.68,378.12,121.9,131.6,6.52,57038.2,24.75,52.63,41.46,72.75
2002,Kerala,Waste,111.65,2.95,6.73,76.52,229.07,38.4,13.73,74789.81,26.98,46.36,36.05,50.53
2012,Tripura,Transport,262.78,3.07,6.58,402.93,80.9,195.03,35.55,37282.11,15.9,55.02,3.67,23.28
2019,Himachal Pradesh,Transport,236.96,15.21,13.34,415.1,175.58,205.37,35.39,33431.81,7.46,152.63,89.7,53.93
2005,Gujarat,Waste,494.54,7.8,16.82,52.78,274.6,196.51,11.76,49915.88,31.8,161.86,73.31,61.83
2010,Puducherry,Agriculture,298.84,43.73,6.01,248.73,262.68,63.62,31.72,50957.09,15.34,6.9,39.25,47.46
2022,Kerala,Industry,170.44,21.33,8.55,345.62,281.46,85.06,34.4,34564.79,35.99,62.85,5.33,23.58
2003,Uttar Pradesh,Waste,451.07,17.73,2.19,206.31,236.69,52.93,3.69,50065.06,31.41,25.36,24.57,66.64
2019,Tripura,Agriculture,162.99,11.29,8.31,445.19,6.04,1.82,19.11,21996.19,14.78,30.72,67.59,12.09
2015,Chhattisgarh,Transport,144.15,42.14,4.37,266.93,15.56,17.09,45.32,65489.63,28.31,163.19,76.24,68.45
2006,Meghalaya,Energy,252.24,39.73,7.71,65.45,234.2,246.59,45.03,97204.27,49.43,192.78,93.0,4.15
2021,Chhattisgarh,Industry,457.46,19.52,5.4,267.56,386.55,228.39,33.13,60872.79,44.23,82.74,73.75,52.79
2010,Kerala,Agriculture,357.17,8.88,16.19,290.83,81.81,20.78,32.67,48013.9,21.42,194.02,65.46,71.1
2023,Telangana,Industry,341.97,47.62,0.18,477.05,288.37,115.86,42.79,90588.8,34.68,75.55,92.2,41.25
2000,Uttar Pradesh,Energy,365.78,16.14,6.84,213.88,176.12,243.67,17.17,66221.64,9.98,143.23,35.15,61.35
2006,Punjab,Energy,333.22,38.67,19.39,447.05,59.94,14.56,2.58,30417.95,1.5,71.8,84.84,53.67
2011,Himachal Pradesh,Energy,382.3,23.42,13.61,163.39,18.15,167.52,42.33,62436.59,42.14,64.0,73.74,19.58
2006,Tamil Nadu,Waste,104.45,39.19,15.47,228.89,286.78,27.52,15.68,74830.16,21.29,117.51,42.58,46.52
2022,Gujarat,Industry,96.86,24.34,17.21,339.26,61.85,87.64,33.67,77328.29,9.89,173.9,57.87,23.47
2006,Delhi,Waste,187.46,46.32,7.3,443.33,122.88,12.72,24.46,1783.04,16.45,118.66,19.57,78.68
2009,Odisha,Energy,426.97,40.12,1.41,388.19,163.54,150.0,7.32,76749.06,46.21,114.01,9.42,66.48
2015,Punjab,Agriculture,360.08,13.38,8.27,81.95,283.82,175.91,20.98,80124.49,44.73,100.88,28.74,69.83
